API 10/UWI,District,Filed Date,Approved Date,Expired Date,State/Province,County/Parish,Operator Alias (Legacy),Lease Name,Well Number,Formation,Permit Depth,True Vertical Depth,Permit Type,Well Type,Drill Type,Well Status,Permit Status,Field,Operator (Reported),Amended Date,Contact Name,Contact Phone,Operator Address,Operator City,Operator State,Operator Zip,Operator City 30mi,Section,Operator City 50mi,Township,Range,Block,Survey,True Vertical Depth UOM,Abstract,WGID,H2S Area,Surface Hole Latitude (WGS84),Surface Hole Longitude (WGS84),OFS Region,Bottom Hole Latitude (WGS84),Bottom Hole Longitude (WGS84),Lease Number,Permit Depth UOM,Permit Number,DI Basin,DI Play,DI Subplay,Operator Company Name,Operator Ticker
4245730884,3,2017-04-20,2017-05-01,2019-05-01,TX,TYLER (TX),MAGNUM PROD,BLACK STONE MINERALS,3,WILCOX 7,10750,10750,NewDrill,OIL & GAS,V,INACTIVE,Expired,"ELIJAH GREEN,WILDCAT","MAGNUM PRODUCING, LP",,KEN AHUJA,3618823858,500 N SHORELINE BLVD STE 322,CORPUS CHRSTI,TX,78401,,,,,,,"GREEN, E",ft,298,18962672,false,30.5317505,-94.2591536,GULF COAST,30.5317505,-94.2591536,283360,ft,825728,GULF COAST CENTRAL,,,"MAGNUM PRODUCING, LP",
4232132401,3,2016-11-02,2016-11-09,2018-11-09,TX,MATAGORDA (TX),MAGNUM PROD,ANDERSON,3,"BADOUGH,FRIO,HUEBNER,SLOAN",10500,,NewDrill,OIL & GAS,D,INACTIVE,Expired,"LUCKY,LUCKY, EAST,LUCKY, WEST","MAGNUM PRODUCING, LP",2017-05-09,KEN AHUJA,3618823858,500 N SHORELINE BLVD STE 322,CORPUS CHRSTI,TX,78401,,,,,,,"HALL, E",,45,18302501,,28.9637099,-95.9750247,GULF COAST,28.9644381,-95.9719314,27736,ft,819991,GULF COAST CENTRAL,,,"MAGNUM PRODUCING, LP",
4245730875,3,2016-05-03,2016-05-06,2018-05-06,TX,TYLER (TX),MAGNUM PROD,BLACK STONE MINERALS,2,"CONSOLIDATED,GERONIMO LO. WX,GERONIMO OIL,L. GERONIMO E. ""A"",WILCOX,WILCOX A-1,WILCOX A-2 SAND,WILCOX A-3,WILCOX C,WILCOX ODOM SAND,WILCOX ROCHNA SAND,WILCOX SAND,YEGUA Y-3",9975,9975,NewDrill,OIL & GAS,V,INACTIVE,Expired,"BOB BURR,BOB BURR, S,HIGHBAUGH,WILDCAT,WURTZBAUGH","MAGNUM PRODUCING, LP",2017-01-12,KEN AHUJA,3618823858,500 N SHORELINE BLVD STE 322,CORPUS CHRSTI,TX,78401,,,,,,,"GREEN, E",ft,298,16317486,,30.5311082,-94.2553577,GULF COAST,30.5311082,-94.2553577,282350,ft,815374,GULF COAST CENTRAL,,,"MAGNUM PRODUCING, LP",
4248135386,3,2015-08-17,2015-08-24,2017-08-24,TX,WHARTON (TX),MAGNUM PROD,RIEGER,1,"FRIO,FRIO D,MARGINULINA",7020,7020,NewDrill,OIL & GAS,V,INACTIVE,Expired,"COX,JARVIS CREEK,LANE CITY, W.,WILDCAT","MAGNUM PRODUCING, LP",2017-03-15,KEN AHUJA,3618823858,500 N SHORELINE BLVD STE 322,CORPUS CHRSTI,TX,78401,,4,,,,,"CASTLEMAN, S",ft,11,18347566,,29.2155865,-96.0424771,GULF COAST,29.2155865,-96.0424771,27279,ft,809549,GULF COAST CENTRAL,,,"MAGNUM PRODUCING, LP",
4203933269,3,2015-02-27,2015-03-02,2017-03-02,TX,BRAZORIA (TX),MAGNUM PROD,SPOHN FOUNDATION,1,,11650,11602,NewDrill,OIL & GAS,D,INACTIVE,Expired,"ALLEN DOME,WILDCAT","MAGNUM PRODUCING, LP",,KEN AHUJA,3618823858,500 N SHORELINE BLVD STE 322,CORPUS CHRSTI,TX,78401,,64,,,,,"ALLEY, W & T",ft,2,16621864,,28.9422222,-95.5628611,GULF COAST,28.9431477,-95.5638852,280236,ft,804212,GULF COAST CENTRAL,,,"MAGNUM PRODUCING, LP",
4232132383,3,2014-10-28,2014-10-28,2016-10-28,TX,MATAGORDA (TX),MAGNUM PROD,ANDERSON-THOMPSON,2,,,10564,NewDrill,OIL & GAS,D,SHUT-IN,Expired,WILDCAT,"MAGNUM PRODUCING, LP",,KEN AHUJA,3618823858,500 N SHORELINE BLVD STE 322,CORPUS CHRSTI,TX,78401,,,,,,,"HALL, E",ft,45,16207523,,28.9624565,-95.9783833,GULF COAST,28.9600731,-95.9793056,27142,,799197,GULF COAST CENTRAL,,,"MAGNUM PRODUCING, LP",
4224532838,3,2014-10-27,2014-10-28,2016-10-28,TX,JEFFERSON (TX),MAGNUM PROD,FITZHUGH,3,"DISCORBIS B,HETEROSTEGINA,MARGINULINA,MIOCENE,MIOCENE SIPHONINA",6522,6522,NewDrill,OIL & GAS,V,P & A,Expired,"BIG HILL,WILDCAT","MAGNUM PRODUCING, LP",,KEN AHUJA,3618823858,500 N SHORELINE BLVD STE 322,CORPUS CHRSTI,TX,78401,,,,,,,"EATON, S",ft,22,18835607,true,29.7533606,-94.2600838,GULF COAST,29.7533606,-94.2600838,26909,ft,799156,GULF COAST CENTRAL,,,"MAGNUM PRODUCING, LP",
4228533884,2,2014-08-26,2014-09-15,2016-09-15,TX,LAVACA (TX),MAGNUM PROD,CULLEN ESTATE,1,"FRIO,MIOCENE,YEGUA",8500,8500,NewDrill,OIL & GAS,V,P & A,Expired,"BORCHERS, NORTH,EVANS,HOPE,HOPE, NE.,LAVACA RIVER","MAGNUM PRODUCING, LP",,KEN AHUJA,3618823858,500 N SHORELINE BLVD STE 322,CORPUS CHRSTI,TX,78401,,,,,,,"FARIAS, E",,170,16193934,,29.2218534,-96.8466607,GULF COAST,29.2218534,-96.8466607,,ft,795024,GULF COAST WEST,EAGLEFORD,EAGLE FORD DRY,"MAGNUM PRODUCING, LP",
4223933640,2,2014-07-08,2014-08-04,2016-08-04,TX,JACKSON (TX),MAGNUM PROD,SIMONS-VANCE,1,"COMBINED ASSOCIATED,FRIO,FRIO,BASAL,W.",6500,6500,NewDrill,OIL & GAS,V,INACTIVE,Expired,"WESTHOFF,WESTHOFF RANCH,WESTOFF RANCH,WILDCAT","MAGNUM PRODUCING, LP",,KEN AHUJA,3618823858,500 N SHORELINE BLVD STE 322,CORPUS CHRSTI,TX,78401,,,,,,,"HEARD, W",ft,31,17686746,,28.9704976,-96.5941251,GULF COAST,28.9704976,-96.5941251,280417,ft,791240,GULF COAST WEST,,,"MAGNUM PRODUCING, LP",
4213139480,4,2014-05-30,2014-07-01,2016-07-01,TX,DUVAL (TX),MAGNUM PROD,MILLER WEST,1,FRIO-VKSBG CONS.,5250,5250,NewDrill,OIL & GAS,V,ACTIVE,Expired,"ORCONES,WILDCAT","MAGNUM PRODUCING, LP",,KEN AHUJA,3618823858,500 N SHORELINE BLVD STE 322,CORPUS CHRSTI,TX,78401,,25,,,,,"FLORES, S",ft,213,16650653,true,27.4934509,-98.4212054,GULF COAST,27.4934509,-98.4212054,14061,ft,788309,GULF COAST WEST,,,"MAGNUM PRODUCING, LP",
4224532804,3,2014-03-06,2014-04-01,2016-04-01,TX,JEFFERSON (TX),MAGNUM PROD,NEWPARK,1,"DISCORBIS B,FRIO UPPER,HETEROSTEGINA,MARGINULINA,MIOCENE,MIOCENE SIPHONINA",7120,7120,NewDrill,OIL & GAS,V,P & A,Expired,"BIG HILL,BIG HILL*,WILDCAT","MAGNUM PRODUCING, LP",2014-11-10,KEN AHUJA,3618823858,500 N SHORELINE BLVD STE 322,CORPUS CHRSTI,TX,78401,,,,,,,"EATON, S",ft,22,18769749,true,29.7477210,-94.2650845,GULF COAST,29.7477210,-94.2650845,27190,ft,781445,GULF COAST CENTRAL,,,"MAGNUM PRODUCING, LP",
4228533794,2,2014-02-25,2014-03-21,2016-03-21,TX,LAVACA (TX),MAGNUM PROD,BRISCOE C,1,WILCOX,8400,8400,NewDrill,OIL & GAS,V,INACTIVE,Expired,"SHERIDAN, S. W.,SHERIDAN, SW,WILDCAT","MAGNUM PRODUCING, LP",2015-07-21,KEN AHUJA,3618823858,500 N SHORELINE BLVD STE 322,CORPUS CHRSTI,TX,78401,,3,,,,,HT&B RR CO,ft,247,17379683,,29.4233602,-96.6520237,GULF COAST,29.4233602,-96.6520237,27162,ft,780581,GULF COAST WEST,EAGLEFORD,EAGLE FORD DRY,"MAGNUM PRODUCING, LP",
4224130848,3,2014-02-21,2014-03-20,2016-03-20,TX,JASPER (TX),MAGNUM PROD,BP AMERICA A-510,2,"FIRST WILCOX,WILCOX,WILCOX B",11950,11950,NewDrill,OIL & GAS,V,P & A,Expired,"BUNA,BUNA, NORTHWEST,BUNA, WEST,WILDCAT","MAGNUM PRODUCING, LP",,KEN AHUJA,3618823858,500 N SHORELINE BLVD STE 322,CORPUS CHRSTI,TX,78401,,65,,,,,T&NO RR CO,ft,510,17593089,,30.4310812,-94.0231193,GULF COAST,30.4310812,-94.0231193,276978,ft,780429,GULF COAST CENTRAL,,,"MAGNUM PRODUCING, LP",
4200730918,4,2013-11-21,2013-11-26,2015-11-26,TX,ARANSAS (TX),MAGNUM PROD,STATE TRACT 44 UNIT,2,"FRIO -L-,FRIO -M-",12500,11814,NewDrill,OIL & GAS,D,INACTIVE,Expired,"WILDCAT,ZOLLER","MAGNUM PRODUCING, LP",,KEN AHUJA,3618823858,500 N SHORELINE BLVD STE 322,CORPUS CHRSTI,TX,78401,,,,,,,THOMAS NEWCOMB SURVEY,ft,165,17727847,,28.3162420,-96.7949742,GULF COAST,28.3138654,-96.7921283,10230,ft,774317,GULF COAST WEST,,,"MAGNUM PRODUCING, LP",
4224532793,3,2013-10-10,2013-10-17,2015-10-17,TX,JEFFERSON (TX),MAGNUM PROD,KYLE,1,"NODOSARIA, UPPER",7900,,NewDrill,OIL & GAS,D,P & A,Expired,"SPINDLETOP,WILDCAT","MAGNUM PRODUCING, LP",,KEN AHUJA,3618823858,500 N SHORELINE BLVD STE 322,CORPUS CHRSTI,TX,78401,,,,,,,"HUMPHREYS, P",,32,18287629,,30.0175991,-94.0598818,GULF COAST,30.0199249,-94.0611128,,ft,771557,GULF COAST CENTRAL,,,"MAGNUM PRODUCING, LP",
4232132361,3,2013-08-09,2013-08-15,2015-08-15,TX,MATAGORDA (TX),MAGNUM PROD,ANDERSON,1,"ANOMALINA,FRIO,GOLA,HUEBNER,SLOAN,THOMPSON",10700,10700,NewDrill,OIL & GAS,V,INACTIVE,Expired,"LUCKY,WILDCAT","MAGNUM PRODUCING, LP",,KEN AHUJA,3618823858,500 N SHORELINE BLVD STE 322,CORPUS CHRSTI,TX,78401,,,,,,,"HALL, E",ft,45,17790305,,28.9653124,-96.0002649,GULF COAST,28.9653124,-96.0002649,26834,ft,768003,GULF COAST CENTRAL,,,"MAGNUM PRODUCING, LP",
4212333232,2,2013-07-17,2013-07-19,2015-07-19,TX,DEWITT (TX),MAGNUM PROD,BOCK,1,"FRIO,LULING,SLICK,WILCOX,WILCOX A,WILCOX B",7680,7680,NewDrill,OIL & GAS,V,P & A,Expired,"WILDCAT,YORKTOWN, S.,YORKTOWN, S. W.","MAGNUM PRODUCING, LP",,KEN AHUJA,3618823858,500 N SHORELINE BLVD STE 322,CORPUS CHRSTI,TX,78401,,,,,,,"TINSLEY, J T",ft,455,18635732,,28.9661490,-97.4201514,GULF COAST,28.9661490,-97.4201514,277275,ft,766603,GULF COAST WEST,EAGLEFORD,EAGLE FORD DRY,"MAGNUM PRODUCING, LP",
4223933609,2,2013-06-17,2013-06-20,2015-06-20,TX,JACKSON (TX),MAGNUM PROD,HAFERNICK UNIT,2,"COMBINED ASSOCIATED,FRIO,SAND",6200,6200,NewDrill,OIL & GAS,V,P & A,Expired,"EDNA, EAST,HAFERNICK,WESTHOFF,WILDCAT","MAGNUM PRODUCING, LP",,KEN AHUJA,3618823858,500 N SHORELINE BLVD STE 322,CORPUS CHRSTI,TX,78401,,,,,,,"HEARD, W",ft,31,17566799,true,28.9869859,-96.5952333,GULF COAST,28.9869859,-96.5952333,274193,ft,764798,GULF COAST WEST,,,"MAGNUM PRODUCING, LP",
4223933601,2,2013-04-15,2013-04-18,2015-04-18,TX,JACKSON (TX),MAGNUM PROD,SIMONS-HAFERNICK UNIT,1,"COMBINED ASSOCIATED,FRIO,FRIO,BASAL,W.",6600,6600,NewDrill,OIL & GAS,V,INACTIVE,Expired,"WESTHOFF,WESTHOFF RANCH,WESTHOFF RANCH, N.","MAGNUM PRODUCING, LP",,KEN AHUJA,361-882-3858,500 N SHORELINE BLVD STE 322,CORPUS CHRSTI,TX,78401,,,,,,,"HEARD, W",ft,31,17626429,false,28.9751863,-96.5928389,GULF COAST,28.9751863,-96.5928389,10778,ft,760787,GULF COAST WEST,,,"MAGNUM PRODUCING, LP",
4212333137,2,2013-04-15,2013-04-18,2015-04-18,TX,DEWITT (TX),MAGNUM PROD,BRANDT-KAISER-LEMKE GU,1,FRIO,3000,3000,NewDrill,OIL & GAS,V,P & A,Expired,"HOLLY,HOLLY, NW.,HOLLY, WEST,WILDCAT","MAGNUM PRODUCING, LP",,KEN AHUJA,3618823858,500 N SHORELINE BLVD STE 322,CORPUS CHRSTI,TX,78401,,,,,,,"LESTER, W",ft,315,17389576,false,28.9271896,-97.4099264,GULF COAST,28.9271896,-97.4099264,270481,ft,760732,GULF COAST WEST,EAGLEFORD,EAGLE FORD DRY,"MAGNUM PRODUCING, LP",
4202533863,2,2013-03-19,2013-03-20,2015-03-20,TX,BEE (TX),MAGNUM PROD,ALMA,1,HOCKLEY,4000,4000,NewDrill,OIL & GAS,V,EXPIRED PERMIT,Expired,"MALCOMB,WILDCAT","MAGNUM PRODUCING, LP",,KEN AHUJA,3618823858,500 N SHORELINE BLVD STE 322,CORPUS CHRSTI,TX,78401,,,,,,,"PEREZ, E",ft,271,15969303,false,28.4505212,-97.8479139,GULF COAST,28.4505212,-97.8479139,,ft,758955,GULF COAST WEST,EAGLEFORD,EAGLE FORD DRY,"MAGNUM PRODUCING, LP",
4248135287,3,2013-02-19,2013-02-22,2015-02-22,TX,WHARTON (TX),MAGNUM PROD,OVERLAND,1,"BARNETT,BLACKBURN,CAMERON,EVANS,FRIO,MAYFIELD,MIOCENE,OWENS,PERRY,ROOME,ROUX,SHOUP,TOWNSEND",7500,7500,NewDrill,OIL & GAS,V,P & A,Expired,"LOUISE,WILDCAT","MAGNUM PRODUCING, LP",,KEN AHUJA,3618823858,500 N SHORELINE BLVD STE 322,CORPUS CHRSTI,TX,78401,,23,,,,,M&C,ft,287,16984235,false,29.0571737,-96.3936074,GULF COAST,29.0571737,-96.3936074,279165,ft,757079,GULF COAST CENTRAL,,,"MAGNUM PRODUCING, LP",
4224532756,3,2013-01-18,2013-01-31,2015-01-31,TX,JEFFERSON (TX),MAGNUM PROD,FITZHUGH,2,"DISCORBIS B,FRIO UPPER,HETEROSTEGINA,MARGINULINA,MIOCENE,MIOCENE SIPHONINA",7200,7200,NewDrill,OIL & GAS,V,INACTIVE,Expired,"BIG HILL,BIG HILL*,WILDCAT","MAGNUM PRODUCING, LP",,KEN AHUJA,3618823858,500 N SHORELINE BLVD STE 322,CORPUS CHRSTI,TX,78401,,,,,,,STEPHEN EATON SURVEY,ft,22,18463605,true,29.7456027,-94.2625864,GULF COAST,29.7456027,-94.2625864,26262,ft,755094,GULF COAST CENTRAL,,,"MAGNUM PRODUCING, LP",
4232132354,3,2013-01-08,2013-01-15,2015-01-15,TX,MATAGORDA (TX),MAGNUM PROD,BAPTIST FOUNDATION,2,"DISCORBIS -D-,FRIO,FRIO B-2,NODOSARIA",12600,12600,NewDrill,OIL & GAS,V,INACTIVE,Expired,"BUTTERMILK,BUTTERMILK SLOUGH,WILDCAT","MAGNUM PRODUCING, LP",,KEN AHUJA,3618823858,500 N SHORELINE BLVD STE 322,CORPUS CHRSTI,TX,78401,,5,,,,,"DUNCAN, J",ft,140,17050287,false,28.7304350,-96.3146582,GULF COAST,28.7304350,-96.3146582,279199,ft,754327,GULF COAST CENTRAL,,,"MAGNUM PRODUCING, LP",
4229735189,2,2012-07-20,2012-08-03,2014-08-03,TX,LIVE OAK (TX),MAGNUM PROD,HOLM-MCCLELLAND,1,"HOCKLEY A,PETTUS -C-",3300,3300,NewDrill,OIL & GAS,V,P & A,Expired,"OAKVILLE,WILDCAT","MAGNUM PRODUCING, LP",,KEN AHUJA,3618823858,500 N SHORELINE BLVD STE 322,CORPUS CHRSTI,TX,78401,,,,,,,CAMERON CSL,ft,146,16203912,false,28.3865180,-98.1436829,GULF COAST,28.3865180,-98.1436829,,ft,745057,GULF COAST WEST,EAGLEFORD,EAGLE FORD DRY,"MAGNUM PRODUCING, LP",
4236130923,3,2012-02-06,2012-02-16,2014-02-16,TX,ORANGE (TX),MAGNUM PROD,OLYMPIA ROYALTY,1,NODOSARIA,9900,9900,NewDrill,OIL & GAS,V,P & A,Expired,"BLAND,WILDCAT","MAGNUM PRODUCING, LP",,KEN AHUJA,3618823858,500 N SHORELINE BLVD STE 322,CORPUS CHRSTI,TX,78401,,5,,,,,I&GN RR CO,ft,115,18314349,false,30.1447279,-93.9170202,GULF COAST,30.1447279,-93.9170202,,ft,733258,GULF COAST CENTRAL,,,"MAGNUM PRODUCING, LP",
4248135221,3,2011-12-16,2011-12-21,2013-12-21,TX,WHARTON (TX),MAGNUM PROD,MCINTYRE,8,"BARNETT,BLACKBURN,CAMERON,EVANS,FRIO,MAYFIELD,MIOCENE,OWENS,PERRY,ROOME,ROUX,SHOUP,TOWNSEND",7500,7500,NewDrill,OIL & GAS,V,INACTIVE,Expired,LOUISE,"MAGNUM PRODUCING, LP",,KEN AHUJA,3618823858,500 N SHORELINE BLVD STE 322,CORPUS CHRSTI,TX,78401,,25,,,,,M&C,ft,288,16546576,false,29.0728788,-96.3739333,GULF COAST,29.0728788,-96.3739333,26743,ft,730197,GULF COAST CENTRAL,,,"MAGNUM PRODUCING, LP",
4214933238,3,2011-09-01,2011-09-08,2013-09-08,TX,FAYETTE (TX),MAGNUM PROD,LEHMANN-ZOCH,1,WILCOX,5600,5600,NewDrill,OIL & GAS,V,P & A,Expired,"BIG JOE,GIDDINGS,WILDCAT","MAGNUM PRODUCING, LP",,KEN AHUJA,3618823858,500 N SHORELINE BLVD STE 322,CORPUS CHRSTI,TX,78401,,,,,,,THOMAS GREEN 1/3 LEAGUE,ft,191,16555254,false,30.0709058,-96.8814313,GULF COAST,30.0709058,-96.8814313,264922,ft,723506,GULF COAST CENTRAL,EAGLEBINE,GIDDINGS,"MAGNUM PRODUCING, LP",
4232132325,3,2011-06-03,2011-06-07,2013-06-07,TX,MATAGORDA (TX),MAGNUM PROD,HAWKINS RANCH,1,"MIO,N. BRUNNER,SAND",6800,6800,NewDrill,GAS,V,P & A,Expired,"BOGGY BAYOU,SARGENT","MAGNUM PRODUCING, LP",,KEN AHUJA,3618823858,500 N SHORELINE BLVD STE 322,CORPUS CHRSTI,TX,78401,,60,,,,,"PENTECOST, G S",ft,71,16207515,false,28.8277964,-95.7099312,GULF COAST,28.8277964,-95.7099312,,ft,717722,GULF COAST CENTRAL,,,"MAGNUM PRODUCING, LP",
